news_cluster_id,canonical_publication_time,year,canonical_source,canonical_title,cleaned_lead,decision,relevance_score,score_band,evidence_type,manual_relevant,review_notes
news_236b47596f4e27005f72,2019-05-29 18:18:00+00:00,2019,Cointelegraph,"Bitcoin, Ethereum, Ripple, Bitcoin Cash, Litecoin, EOS, Binance Coin, Stellar, Cardano, TRON: Price Analysis May 29","The views and opinions expressed here are solely those of the author and do not necessarily reflect the views of Cointelegraph. Every investment and trading move involves risk, you should conduct your own research when making a decision. Market data is provided by theHitBTCexchange. The chief commercial officer of cryptocurrency payments processor BitPay believes that Bitcoin will only risehigher, led by business interest and real use cases for cryptocurrencies around the world. Contrary to this",retained,6,score_4_plus,title_primary,,
news_a3a7a43b7ada496c1a28,2019-06-22 05:53:35+00:00,2019,CCN,"$10,915: Bitcoin Price Destroys Key Milestone to New 2019 High, What’s Next?","ByCCN Markets: On major crypto exchanges in the likes of Bitstamp and Coinbase, the bitcoin price has achieved a new 2019highat $10,915 in an overnight rally. The bitcoin price is up moer than $20,000 in the past week (source: coinmarketcap.com) As the bitcoin price surpassed the $10,000 mark, a level that has been regarded as a key psychological level by prominent investors and analysts including Tyler Winklevoss and Thomas Lee, the sentiment around the near term trend of the crypto market has ",retained,6,score_4_plus,title_primary,,
news_8995324a17eeedb155b6,2019-01-29 10:59:56+00:00,2019,CoinDesk,Down Again: Bitcoin Is Closing on Key Long-Term Price Support,"• Bitcoin is again closing on the 200-week moving average, which served as strong support in December. The weekly RSI is more bearish this time round, though, and is reporting undersold conditions. • A weekly close below that level could be followed by a slide back to September 2017 lows near $2,970. • A failure to push prices below the 200-week SMA support would weaken the bears. A bullish reversal, however, would be confirmed only above $3,658 â the high of gravestone doji carved out Saturda",retained,6,score_4_plus,title_primary,,
news_81bc89db7f8026c7aa48,2019-05-20 16:00:45+00:00,2019,Coin Rivet,Cryptocurrency development updates: Lightning Network and altcoins,"Last week, one of the most anticipated and exciting crypto conferences took place in New York. I’m of course talking about MCC 2019 – the Magical Crypto Conference – organised by Riccardo Spagni (Monero), Samson Mow (Blockstream), WhalePanda, and Charlie Lee (Litecoin). I highly advise you to watch the conference – which is now available on YouTube – as really cool speakers like Adam Back and Luke Dash Jr gave some quite interesting presentations. The conference mainly focused on Lightning Netwo",retained,3,score_3,title_specific,,
news_1502d28e2885beee7863,2019-04-30 17:34:56+00:00,2019,CCN,"‘Satoshi Nakamoto’ is Mining Over 40% of Bitcoin Cash, Sparking Fears of 51% Attack","ByCCN.com: According to blockchain data and CCN/HackedreporterGreg Thomson, an anonymous miner who embeds the words “Satoshi Nakamoto” into all of the blocks they mine currently controls more than 40% of Bitcoin Cash’s hashrate. There are multiple running theories as to the intent behind amassing so much hashpower, beyond the pure profit motive of mining Bitcoin Cash. Mining Bitcoin Cash is generally a profitable endeavor, despite reduced transaction fees that are accrued on the more spacious ch",retained,3,score_3,title_specific,,
news_cde50c3e6ee652346429,2019-04-25 18:40:00+00:00,2019,Cointelegraph,Mt. Gox Trustee Extends Deadline for Rehabilitation Plan Submission,"The trustee of now-defunctJapanesecryptocurrencyexchangeMt. Goxhas extended the deadline for submission of rehabilitation plans, according to an official announcementpublishedon the company’s website on April 25. Per the announcement, the exchange’s Rehabilitation Trustee Nobuaki Kobayashi filed a motion in a bid to extend the submission deadline of a rehabilitation plan at the Tokyo DistrictCourt. On April 24, 2019, the court released an order to extend the deadline to October 28, 2019. The ann",retained,3,score_3,title_specific,,
news_9e46e2d5963f01da8cfb,2019-04-16 14:00:08+00:00,2019,Coin Rivet,London’s first Lightning Network bar is ready for business,"The Rotate bar in London’s Shoreditch now accepts payments for food and beverages with instantaneous transactions over the Lightning Network. The bar, which is currently an active hotspot for the crypto community in London, used its links to partner with lightningpay.co.uk , a payment provider which offers custodial and non-custodial solutions. The bar’s owner, James Stell, said that “they helped us set up our payments solution and provide ongoing help when required”. At the moment, Rotate is no",retained,3,score_3,title_specific,,
news_72e0ed4977612d060e26,2019-06-26 12:01:00+00:00,2019,Cointelegraph,"Mt. Gox Founder Knew of Security Risks Years Before Collapse, Lawsuit Claims","Mt. GoxfounderJed McCalebis being sued by two traders who used the doomedexchange, court documentsfiledon May 19 show. Joseph Jones and Peter Steinmetz have accused the ex-CEO of fraudulently and negligently misrepresenting the exchange. The pair also allege that McCaleb was aware of “serious security risks” back in late 2010 or early 2011 — more than three years before 850,000 bitcoin (BTC) was stolen in an audacious hack. Their complaint adds: “Rather than secure the exchange, McCaleb sold a l",retained,5,score_4_plus,title_specific,,
news_b792c4e34d6a237bcfee,2019-08-27 06:00:27+00:00,2019,The Block,Ethereum DEX startup launches app store to be ‘the homepage of the Lightning Network’,"Blockchain startup Radar, best known for running a decentralized exchange (DEX) over ethereum, is expanding its influence in bitcoin and wants to ""the homepage of the Lightning Network,"" according to Radar CEO Alan Curtis. The company launched on Tuesday an app store that collects all applications built on Lightning Network, the second layer of bitcoin for scaling transactions. The new platform allows users to discover new lightning applications and pay for them via a single payment channel thro",retained,5,score_4_plus,title_specific,,
news_ebda768d807089ec6a73,2019-06-05 10:31:00+00:00,2019,Cointelegraph,Former Mt. Gox CEO Mark Karpeles to Serve as CTO of New Japanese Blockchain Venture,"Mark Karpeles— the former CEO of the now-defunct bitcoin (BTC) exchangeMt. Gox— has revealed he will serve as the chief technology officer of a new Japan-registeredblockchaintechnology firm. The news wasreportedby Japanese daily newspaper The Mainchi on June 5. Speaking at the Foreign Correspondents' Club of Japan earlier today, Karpeles reportedly declared his intention to make the country a global leader in blockchain technology by undertaking his new role as CTO of the new Tokyo-based firm, T",retained,5,score_4_plus,title_specific,,
news_103b9314aca19cd3b23f,2019-01-23 16:31:00+00:00,2019,Cointelegraph,Bitfury Launches Set of Tools to Drive Lightning Network Adoption,"Blockchain technology firmBitfuryGroup has released a series of new tools for merchants and developers in a bid to drive wider adoption of the Lightning Network (LN). The launch was announced in ablog postfrom Bitfury’s LN engineering team, “Lightning Peach,” Jan. 23. Bitfury’s new LN-related offerings span anopen sourceLN-enabled Bitcoin (BTC) wallet, a hardware LN payments terminal and e-commerce software for merchants, a host of developer tools, and a public LN node to facilitate users’ creat",retained,5,score_4_plus,title_specific,,
news_2d79b45f386afc2552c0,2019-03-04 15:44:00+00:00,2019,Cointelegraph,"Major US Retailer Kroger Drops Visa, Morgan Creek Digital Suggests Lightning Network","Morgan Creek Digital founder Anthony Pompliano has suggested that majorUnited StatesretailerKroger should deploy theLightning Networkin its stores, following the brand’s decision to stop acceptingVisaat some locations. According to Pompliano’stweetfrom Mar. 3, the negotiations have already started. On Friday, Mar. 1, Kroger officiallyannouncedthat its Smith's Food & Drug stores will not accept Visa cards starting Apr. 3 due to the high fees that company imposes on major retailers. ""Visa has been",retained,2,threshold_2,title_specific,,
news_2c5e27b0651035480efa,2019-05-13 21:23:44+00:00,2019,Fortune,"The Ledger: Fin-Tech in Montauk, Binance Robbery Update, Go Away Fake Satoshi","It’s Blockchain Week in New York, and so this week’s newsletter is devoted to a special event—not the chaotic conference unfolding right now in midtown Manhattan, but a June gathering on the edge of the Atlantic ocean. It was almost two years ago when the three of us—Jeff, Jen, and Robert—first created The Ledger as a new forum for finance and technology. The crypto revolution was going strong but we realized something bigger was underway: A profound change to money and banking as Silicon Valley",retained,2,threshold_2,title_specific,,
news_ef5bcc6b20b1dc961b1f,2019-12-20 10:00:00+00:00,2019,CoinDesk,Blockstream’s ‘Watchtowers’ Will Bring a New Justice System to the Lightning Network,"Watchtowers, a semi-trusted payment channel sheriff, will keep the peace among lightning nodes. The new feature is likely to be implemented in the coming months. Spearheaded by Blockstream’s c-lightning team, the Watchtowers are part ofEltoo, a proposed enforcement layer for the lightning network. “A Watchtower is basically outsourcing the penalizing of your counterparty to somebody. If something happens, here’s a loaded shotgun with which you can go hunt the guy who cheated me,” c-lightning dev",retained,2,threshold_2,title_specific,,
news_ec244668cc325ac3da15,2019-06-03 04:09:00+00:00,2019,Cointelegraph,Bitfinex Plans to Launch Lightning Network Support for Stablecoin Tether: Report,"Majorcryptocurrency exchangeBitfinexis looking to launch theUSDTstablecoinoperated by sister firm Tether on theLightning Network(LN), crypto news outlet The Blockreportedon May 31. Per the report, Bitfinex’s chief technology officer Paolo Ardoino told the outlet that the company plans to launch USDT on LN later this year. To pursue this objective, the firm reportedly joined the RGBopen sourcedevelopment project. According to its GitHubrepository, the RGB project is “a completely free, open-sourc",retained,2,threshold_2,title_specific,,
news_f7aadacbfc00e9f37563,2020-08-05 02:32:47+00:00,2020,FX Empire,"The Crypto Daily – Movers and Shakers – August 5th, 2020","Bitcoin, BTC to USD, fell by 0.38% on Tuesday. Partially reversing a 1.52% gain from Monday, Bitcoin ended the day at $11,184.0. It was a bullish start to the day. Bitcoin rose to an early morning intraday high $11,396.0 before hitting reverse. Falling short of the first major resistance level at $11,474, Bitcoin slid to an early afternoon intraday low $11,003.0. Steering clear of the first major support level at $10,961, Bitcoin briefly revisited $11,260 levels before falling back into the red.",retained,3,score_3,content_repeated,,
news_ddecf0d3620fd2928484,2020-10-15 16:34:32+00:00,2020,CoinDesk,"Blockchain Bites: Filecoin’s Mainnet, M&A’s Upswing, Tarbert’s Environmental Concerns","Crypto M&A is up, CoinList set a record mint of wrapped bitcoin and the CFTC Chairman is “impressed” with Ethereum. Not to mention, Filecoin has pivoted to mainnet. Filecoin fliesTheFilecoin network mainnetedat 14:44 UTC, beginning its FIL token distribution. Filecoin is a system from Protocol Labs meant to be both a decentralized file storage and content distribution network in one. The new token is very likely to make history as the fastest newly live blockchain to reach a market capitalizatio",retained,3,score_3,content_repeated,,
news_ad4c881f1d7a29fb07e2,2020-06-10 09:30:10+00:00,2020,CoinDesk,"Elrond Will Pay You $60,000 to Break Its Blockchain","Bitcoin payroll provider Bitwage has begun offering employees a way of receiving wages paid in cryptocurrency, but without the volatility. Announced Wednesday, company clients can now sign up to the Bitwage platform in order to pay their workers using the USD Coin (USDC) stablecoin, which is linked to the price of the U.S. dollar. Salaried workers or freelancers can also sign up to receive wages from employers in the coin. The move comes at a time when global markets have been in turmoil resulti",retained,3,score_3,content_repeated,,
news_cda2a171f1bb18ff3381,2020-01-14 13:27:05+00:00,2020,Reuters,Fidelity Investments' crypto arm makes first push into Europe,"By Tom Wilson and Simon Jessop LONDON (Reuters) - The cryptocurrency arm of Fidelity Investments, one of the world's largest investment managers, has launched its first foray into Europe, opening a new front in efforts to drag digital money into mainstream investing. Fidelity Digital Assets will act as a custodian for bitcoin held by London-based cryptocurrency investment firm Nickel Digital Asset Management, the two companies said on Tuesday. The lack of back-office services like custody offere",retained,3,score_3,content_repeated,,
news_ffeb14deda2de8b907f5,2020-08-31 13:00:00+00:00,2020,ACCESSWIRE,IOV Labs Integrates Chainlink Decentralized Oracles Into the RSK Ecosystem,"GIBRALTAR / ACCESSWIRE / August 31, 2020 /IOV Labs has integrated Chainlink's decentralized oracles into the RSK and RIF ecosystems. This allows RSK developers to access critical price feeds and data resources generated outside the blockchain and use them as inputs to trigger RSK's Bitcoin-based smart contracts. RSK and RIF's technical teams are working hard to integrate Chainlink's protocol at the infrastructure level to ensure developers can use Chainlink oracles without any external dependenc",retained,2,threshold_2,content_repeated,,
news_e57df732905fb580e2da,2020-10-07 18:12:01+00:00,2020,CoinDesk,The Best Blockchain University Programs Actually Pay Students to Learn,"Out of all the universities with blockchain education programs, two stand out by offering students paid opportunities to learn by working. At MIT and Berkeley, students can take accessible and well-paid jobs at blockchain startups, often for part-time arrangements like 12 hours a week. This post is part of CoinDesk’s 2020university package. See our exclusive ranking of blockchain universitieshere. Related:The Top Universities for Blockchain - Methodology MIT Bitcoin Club President Nate Foss said",retained,2,threshold_2,content_repeated,,
news_8dc4196be57d9afa9c1e,2020-11-30 20:24:30+00:00,2020,Reuters,FOREX-Dollar recovers from more than two-year low as U.S. stocks slide,"* Dollar posts largest monthly fall since July * Euro hits 3-month high vs dollar, trades lower on day * Bitcoin jumps to record high versus dollar * U.S. economic data weakens as pandemic bites further * Graphic: World FX rates in 2020 https://tmsnrt.rs/2RBWI5E (Adds comment, updates prices) By Gertrude Chavez-Dreyfuss NEW YORK, Nov 30 (Reuters) - The dollar on Monday rebounded from its lowest level in 2-1/2 years, as broad risk sentiment soured again and shares on Wall Street fell, with invest",retained,2,threshold_2,content_repeated,,
news_66ee5cecfc1442325e92,2020-07-08 19:00:00+00:00,2020,CoinDesk,TikTok Let the Doge Out: Why TikTok Doge Is Everything About 2020 Finance in One Story,"After a week of viral videos on TikTok, dogecoin is up 35% in price and 2,000% in volume. What gives? Formore episodesand free early access before our regular 3 p.m. Eastern time releases, subscribe withApple Podcasts,Spotify,Pocketcasts,Google Podcasts,Castbox,Stitcher,RadioPublica,iHeartRadioorRSS. This episode is sponsored byBitstampandCrypto.com. Related:Bitcoin News Roundup for July 9, 2020 What’s old is new again! What happens when you combine a mostly hibernating memecoin with the world’s",retained,2,threshold_2,content_repeated,,
news_621ebddffdd218d00197,2020-08-07 01:39:21+00:00,2020,The Block,U.S. Senate confirms crypto-friendly SEC commissioner Hester Peirce for second term in office,"The U.S. Senate confirmed Securities and Exchange Commission commissioner Hester Peirce for a second term in a voice vote on Thursday. The Senate Banking Committee cleared Peirce's nomination alongside the nomination of Caroline Crenshaw onWednesday. Peirce took office in 2018 and was formallynominatedfor a second term in early June. Peirce's second term will expire in 2025. Peirce is likely to continue advancing policy goals that have drawn cheers from the crypto industry, including her advocac",retained,3,score_3,content_specific,,
news_3fa04b4242bb3a3fca67,2020-04-16 11:48:58+00:00,2020,CoinDesk,First Mover: Coronavirus Trillions Get Bitcoiners Wondering if Halving Still Matters,"Before the coronavirus hit, bitcoiners were looking forward to next month’s “halving” – a once-every-four-years reduction in new supplies of the cryptocurrency – as the primary factor that would drive prices higher, potentially even a 13-fold increase from current levels. Since the coronavirus pandemic hit, however, the market’s focus has shifted instead to the trillions of dollars of emergency aid and money injections pledged by the world’s governments and central banks. Those are seen as enhan",retained,3,score_3,content_specific,,
news_bfd664098f0a36db021d,2020-12-28 21:57:18+00:00,2020,Insider Monkey,10 Biggest Stock Gainers and Losers Today,"U.S. stocks rallied on Monday after President Donald Trump signed a Covid-19 aid bill. The Dow Jones Industrial Average gained 0.7 percent, the Nasdaq Composite advanced 0.7 percent, and the S&P 500 increased 0.9 percent. Here are the top gainers and losers of today’s trading session. Aprea Therapeutics Inc. (APRE) stock plunged nearly 80 percent on Monday after the Boston, Massachusetts-based biopharmaceutical company said that the late-stage clinical trial of its Myelodysplastic syndromes (MSD",retained,3,score_3,content_specific,,
news_9ba70441bb891810c345,2020-01-02 16:51:33+00:00,2020,CoinDesk,MARKETS DAILY: Central Bank Digital Currencies and US Dollar Dominance in 2020,"With 2019 vanishing in the rear view mirror, Markets Daily is back for an insightful look into Central Bank Digital Currencies (CBDCs) and the US Dollar’s ongoing reserve status. Tune in as CoinDesk podcasts editor Adam B. Levine and senior markets reporter Brad Keoun run down recent action, track interesting longer-term trends, and highlight the best “thinking with tokens” and some of the most important crypto industry developments of the day. No time to listen? Scroll down for the transcript w",retained,3,score_3,content_specific,,
news_f83272b90498ecc6ce38,2020-03-24 19:11:19+00:00,2020,CoinDesk,BitMEX Open Interest Collapses After Controversial Long Squeeze,"While bitcoin’s (BTC) price is rallying, traders have scaled back their open interest positions in bitcoin perpetual contracts listed on the crypto derivatives exchange BitMEX. The world’s largest cryptocurrency by market capitalization rose to $6,863 early Tuesday, representing a 77 percent gain on the recent low of $3,867 registered on March 12, according to CoinDesk’sBitcoin Price Index. Meanwhile, open interest, or outstanding positions, in XBT/USD (bitcoin) perpetual contracts fell to 55,00",retained,5,score_4_plus,content_specific,,
news_1ede00e8e02d46ff337c,2020-12-17 12:30:00+00:00,2020,GlobeNewswire,Digihost Announces Intention to Increase Mining Capacity Through Acquisition of New Miners,"VANCOUVER, British Columbia, Dec. 17, 2020 (GLOBE NEWSWIRE) -- Digihost Technology Inc. (“Digihost” or the “Company”) (TSXV: DGHI; OTCPK: HSSHF) is pleased to report that it plans to increase its Bitcoin mining capacity by 20% through the acquisition of new miners by the end of the first quarter of 2021. Michel Amar, CEO commented, “This is the first step forward in our strategic plan to double our mining capacity by the end of 2021. Due to the ongoing interest and adoption of Bitcoin, Digihost ",retained,5,score_4_plus,content_specific,,
news_e72a3ed612d4add42ddd,2020-05-15 14:38:11+00:00,2020,The Block,BitMEX parent company unveils open-source development grant program,"Crypto derivatives exchange BitMEX's parent company has unveiled a new developer grant program aimed at building on its previous efforts to provide financial support to those working on open-source projects. As previously reported, HDR Global Trading Limitedawarded a $100,000 grantto Bitcoin Core developer Michael Ford in late March, which built ona previousgrant. In an announcement post, HDRdetailedthe contours of its Open Source Developer Grant program, explaining: ""Under this program, we hope",retained,4,score_4_plus,content_specific,,
news_fa3e24a1b87a643c43f3,2020-12-16 12:45:00+00:00,2020,Newsfile,Hut 8 Continues to Add Talent to Roster with the Appointment of Sue Ennis as Head of Investor Relations,"Toronto, Ontario--(Newsfile Corp. - December 16, 2020) -Hut 8 Mining Corp.(TSX: HUT) (OTCQX: HUTMF) (""Hut 8"" or ""the Company""), a publicly listed bitcoin mining company, is pleased to announce the appointment of Sue Ennis as Head of Investor Relations, effective January 4th, 2021 as part of the company's continued focus on building a dynamic and insightful team for future success. An experienced Fintech Advisor, Speaker and Chartered Investment Manager, Ms. Ennis has an established history as a ",retained,4,score_4_plus,content_specific,,
news_88fc90f466bb2f9c50ec,2020-03-27 15:30:00+00:00,2020,CoinDesk,"Singapore Temporarily Exempts Crypto Firms, Including Coinbase, From New Licensing Regime","A number of cryptocurrency firms have been exempted from holding a payments license in Singapore till this summer. Anextensive listof companies posted by the Monetary Authority of Singapore (MAS) includes well-known exchanges and custodians such as Binance, Coinbase, Ripple and BitGo, with all being allowed to continue operating without a payments license until July 28, 2020. The exemption will end after that date, or if firms registered in Singapore submit a license application under the Paymen",retained,2,threshold_2,content_specific,,
news_cf34430a90f778705476,2020-06-30 13:00:10+00:00,2020,GlobeNewswire,Meten EdtechX to Enhance Education Business by Exploring the Utilization of Blockchain Technology,"SHENZHEN, China, June 30, 2020 (GLOBE NEWSWIRE) -- Meten EdtechX Education Group Ltd. (METX) (“Meten EdtechX” or the “Company”), a leading English language training (“ELT”) service provider in China, expresses its effort in enhancing online education business and also better cater to the demand of the education market by exploring the utilization of blockchain technology. The Company is also exploring the market of multilingual foreign language teaching. It may develop more private teaching prod",retained,2,threshold_2,content_specific,,
news_db1292bc4016b8fe57cd,2020-01-08 09:00:00+00:00,2020,CoinDesk,Why Harvard Research on a Low-Profit Tezos Attack Matters for Proof-of-Stake,"A recent academic study says Tezos is threatened by “selfish mining,” providing a valid attack model for other live and up-and-coming proof-of-stake (PoS) cryptocurrencies. That’s the finding from Selfish Behavior in the Tezos Proof-of-Stake Protocol , published last November by then-Harvard researcher and current Google engineering intern Michael Neuder. The paper from Neuder and other Harvard researchers shows the profitability – albeit small – of “selfish endorsing” attacks in Tezos, a varian",retained,2,threshold_2,content_specific,,
news_9ef7ece3969aac10b7f8,2020-04-26 21:25:00+00:00,2020,ACCESSWIRE,"CLASS ACTION UPDATE for CAN, GOSS and I: Levi & Korsinsky, LLP Reminds Investors of Class Actions on Behalf of Shareholders","NEW YORK, NY / ACCESSWIRE / April 26, 2020 / Levi & Korsinsky, LLP announces that class action lawsuits have commenced on behalf of shareholders of the following publicly-traded companies. Shareholders interested in serving as lead plaintiff have until the deadlines listed to petition the court. Further details about the cases can be found at the links provided. There is no cost or obligation to you. CAN Shareholders Click Here: https://www.zlk.com/pslra-1/canaan-inc-loss-form?prid=6196&wire=1 G",retained,2,threshold_2,content_specific,,
news_d4f6b8aa5273ecb0b4af,2020-12-01 00:48:36+00:00,2020,Reuters,Dollar plummets on U.S. stimulus hopes; bitcoin hits all-time peak,"By Gertrude Chavez-Dreyfuss NEW YORK (Reuters) - The dollar fell on Tuesday to its lowest level in more than 2-1/2 years, as investors' appetite for risk increased on prospects of further fiscal stimulus from the United States as well as expectations of a solid global recovery. News of a proposed COVID bill sank the dollar further, as did the resumption of talks between U.S. Treasury Secretary Steve Mnuchin and House of Representatives Speaker Nancy Pelosi on Tuesday about a stimulus package. Th",retained,3,score_3,title_primary,,
news_520e43065bd59e4f9a46,2020-10-19 08:26:54+00:00,2020,CoinDesk,Bitcoin Critic Peter Schiff’s Bank Under Spotlight in Global Tax Probe,"A Puerto Rico-based bank founded by gold bug and long-timebitcoinskeptic Peter Schiff is under investigation over suspicions it facilitated tax evasion for “high-risk” clients. According to reports on Saturday by several large media organizations in Australia and the U.S., Schiff’s Euro Pacific Bank has become the focus of a major global tax evasion investigation dubbed “Operation Atlantis.” Hundreds of account holders at the bank, including 100 Australians considered “high risk,” are now being ",retained,3,score_3,title_primary,,
news_0bcbb47e3b77fd56a639,2020-06-09 21:00:36+00:00,2020,CoinDesk,Market Wrap: DeFi Is Helping Ether Outpace Bitcoin This Year,"Voting and blockchain have been a controversial couple but Moscow appears determined to use the technology for a national referendum involving President Vladimir Putin. Russia will vote on changing its constitution, adopted in 1993, onJuly 1. Themain issueto be decided is whether to allow Russia’s president to stay in power for more than the current limit of two consecutive six-year terms. Most of the nation will use traditional paper ballots, but residents of Moscow and the Nizhny Novgorod regi",retained,3,score_3,title_primary,,
news_1d1e9c54146de18e2670,2020-11-23 23:45:51+00:00,2020,Benzinga,"Bitcoin Price Holds Strong, Ethereum Reaches $600: Crypto Markets Brief","What Happened:Bitcoinprice has been going steady, gaining 9.57% over a week. It traded at $18,334.95 at press time. The leading altcoin Ethereum price has reached the $600 mark for the first time since July 2018. The digital coin gained 32.29% over the week and was traded at $605. The current market capitalization of the crypto industry is $551,092,579,109. Why It Matters:The crypto industry has seen major institutional players coming this quarter, more than in the previous one, according to aJP",retained,3,score_3,title_primary,,
news_4725995bfa0f491f696d,2020-06-03 08:01:12+00:00,2020,CoinDesk,Lightning Network Overhaul Could Strengthen Bitcoin Privacy – But Many ‘Ifs’ Remain,"At a press conference Sunday Minnesota Department of Public Safety commissioner John Harrington compared the methods police were using to identify protestors to those used to track COVID-19 cases. We’ve “begun analyzing the data of who we have arrested, and begun, actually, doing what you would think as almost pretty similar to our COVID. It’s contact tracing. Who are they associated with? What platforms are they advocating for?”he said. The Department of Public Safetyworks in partnershipwith lo",retained,5,score_4_plus,title_primary,,
news_6053622480ea622d4720,2020-12-29 19:37:34+00:00,2020,Benzinga,Why NFL Player Russell Okung Takes Half His Salary In Bitcoin,"For the first time in the four major professional U.S. sports, an athlete will receive a portion of his salary in bitcoin. What Happened: Carolina Panthers tackle Russell Okung will receive a portion of his salary as bitcoin , according to Coindesk . The startup Zap, which converts traditional paychecks into Bitcoin, will be used by Okung in the deal. The $13-million annual salary Okung receives will be split 50% cash and 50% bitcoin. Okung will still be paid in a normal check by the team. Zap w",retained,6,score_4_plus,title_primary,,
news_67dc2fc25ec59219a96b,2020-02-26 10:16:00+00:00,2020,Investing.com,"Bitcoin Dips Below 8,995.5 Level, Down 5%","Investing.com - Bitcoin fell bellow the $8,995.5 level on Wednesday. Bitcoin was trading at 8,995.5 by 10:15 (15:15 GMT) on the Investing.com Index, down 4.71% on the day. It was the largest one-day percentage loss since February 19. The move downwards pushed Bitcoin's market cap down to $164.8B, or 63.09% of the total cryptocurrency market cap. At its highest, Bitcoin's market cap was $241.2B. Bitcoin had traded in a range of $8,992.5 to $9,368.1 in the previous twenty-four hours. Over the past",retained,6,score_4_plus,title_primary,,
news_ff04191ec6d1fb428046,2020-08-28 16:00:00+00:00,2020,CoinDesk,"Bitcoin News Roundup for Aug. 28, 2020","With bitcoin and gold reversing losses, CoinDesks Markets Daily is back for your latest crypto news roundup! For early access before our regular noon Eastern time releases , subscribe with Apple Podcasts , Spotify , Pocketcasts , Google Podcasts , Castbox , Stitcher , RadioPublica or RSS . This episode is sponsored by Crypto.com , Bitstamp and Nexo.io . Todays Stories: Related: The Case for $500,000 Bitcoin Bitcoin, Gold Recover After Jerome Powell Speech Shakes Markets Bitcoin and gold are re",retained,8,score_4_plus,title_primary,,
news_ea0072ae19e277250411,2020-11-19 20:22:46+00:00,2020,CoinDesk,"Lightning Network’s New Liquidity Marketplace Attracts a ‘Surprising’ Mix of Individuals, Enterprises","Lightning Labs’ new liquidity marketplace, Lightning Pool, has seen more early-stage growth than its creators expected. And what’s more, a fair share of its volume is coming from individual Lightning users – not businesses. “It’s a big surprise! Very exciting,” Lightning Labs Business Development head Ryan Gentry told CoinDesk. “The primary users thus far have been a mix of power users and startups/businesses who are already running Lightning nodes.” Since launch, Lightning Pool has facilitated ",retained,3,score_3,title_specific,,
news_4e8ee5deb7623f2cb275,2020-07-21 16:35:31+00:00,2020,CoinDesk,Blockchain Bites: China’s BSN Integrations and Satoshi’s Newfound Wealth,"Crypto firms are cooking up ways to become “Travel Rule” compliant, Satoshi’s stash got a little bigger and one of Ethereum Classic’s top supporters is walking away from the project. You’re readingBlockchain Bites, the daily roundup of the most pivotal stories in blockchain and crypto news, and why they’re significant. You can subscribe to this and all of CoinDesk’snewsletters here. Travel RuleBitGo, Coinbase and other top exchanges are expected to release a white paper next month detailing a ty",retained,3,score_3,title_specific,,
news_d7e916e36815e7a7c8d4,2020-04-26 14:15:00+00:00,2020,CoinDesk,"Lightning Network Messaging, Political Expediency and What Crisis Has Revealed","In a time of increasing censorship aimed towards protecting us, is truly private messaging possible? Why are we using “data-driven” approaches when we know the data is wrong? Lightning Network messaging protocol Juggernaut’s John Cantrell and HRF’s Alex Gladstein help us see what the crisis has revealed. Listen/subscribe to the CoinDesk Podcast feed for unique perspectives and fresh daily insight withApple Podcasts,Spotify,Pocketcasts,Google Podcasts,Castbox,Stitcher,RadioPublica,IHeartRadioorRS",retained,3,score_3,title_specific,,
news_809ac683ca8acf4e2d61,2020-03-31 06:00:00+00:00,2020,CoinDesk,Mt. Gox Deadline Extended Again After Creditors Criticize Refund Proposal,"The submission deadline for the Mt. Gox rehabilitation plan has been pushed back again after a draft proposed last week was met with opposition from numerous creditors. In the plan, proposed to Mt. Gox creditors at a March 25 meeting, rehabilitation trustee Nobuaki Kobayashi said he would, if authorized by the court, sell off some of the recovered cryptocurrencies in order to settleprioritized fiat currencyclaims. Creditors would have the option of receiving reimbursement inbitcoin(BTC), but the",retained,5,score_4_plus,title_specific,,
news_6b0aa7f0331ac807b21b,2020-11-26 17:03:18+00:00,2020,CoinDesk,Previously Unpublished Emails of Satoshi Nakamoto Present a New Puzzle,"Newly discovered emails between Satoshi Nakamoto, Bitcoin’s pseudonymous creator, and the late Hal Finney deepen the mystery around the cryptocurrency’s origins. The three emails come from Bitcoin’s earliest days, when its future was uncertain. They show how closely Satoshi collaborated with early supporters at the time of Bitcoin’s launch. While anything written or coded by Satoshi is intrinsically valuable to the community, perhaps the most intriguing parts of these messages are neither words ",retained,5,score_4_plus,title_specific,,
news_aa069057dd62ccfd247e,2020-02-24 16:46:13+00:00,2020,Coin Rivet,Simpsons appearance for crypto reveals Satoshi twist,"Cryptocurrency just took a giant leap towards mainstream acceptance by appearing in the latest episode of The Simpsons. A song and dance routine explaining distributed ledger technology featured alongside a character played by the Big Bang Theorys Jim Parsons who educates Lisa Simpson on cryptocurrency. However, the episode also throws up a mouth-watering twist that suggests the creators of The Simpsons may know the true identity of Satoshi Nakamoto  the mysterious founder of Bitcoin. The two-",retained,4,score_4_plus,title_specific,,
